,open,close,high,low
2016-09-26,6.67,6.67,6.67,6.67
2016-09-27,6.67,6.67,6.69,6.66
2016-09-28,6.67,6.67,6.67,6.67
2016-09-29,6.67,6.66,6.68,6.66
2016-09-30,6.66,6.67,6.67,6.66
2016-10-03,6.67,6.67,6.69,6.67
2016-10-04,6.67,6.67,6.68,6.67
2016-10-05,6.67,6.67,6.68,6.67
2016-10-06,6.67,6.67,6.69,6.67
2016-10-07,6.67,6.67,6.69,6.67
2016-10-10,6.67,6.71,6.71,6.67
2016-10-11,6.71,6.72,6.72,6.7
2016-10-12,6.72,6.72,6.73,6.71
2016-10-13,6.72,6.73,6.73,6.72
2016-10-14,6.73,6.72,6.73,6.72
2016-10-17,6.72,6.74,6.74,6.72
2016-10-18,6.74,6.74,6.74,6.73
2016-10-19,6.74,6.74,6.74,6.73
2016-10-20,6.74,6.74,6.74,6.73
2016-10-21,6.74,6.77,6.77,6.74
2016-10-24,6.77,6.77,6.77,6.76
2016-10-25,6.77,6.78,6.78,6.77
2016-10-26,6.78,6.77,6.78,6.76
2016-10-27,6.77,6.79,6.79,6.77
2016-10-28,6.79,6.78,6.81,6.77
2016-10-31,6.78,6.77,6.78,6.76
2016-11-01,6.77,6.76,6.78,6.76
2016-11-02,6.76,6.75,6.77,6.75
2016-11-03,6.75,6.76,6.76,6.75
2016-11-04,6.76,6.75,6.76,6.75
2016-11-07,6.75,6.77,6.78,6.75
2016-11-08,6.77,6.78,6.78,6.77
2016-11-09,6.78,6.78,6.79,6.75
2016-11-10,6.78,6.81,6.81,6.78
2016-11-11,6.81,6.81,6.82,6.8
2016-11-14,6.81,6.84,6.85,6.81
2016-11-15,6.84,6.86,6.86,6.84
2016-11-16,6.86,6.88,6.88,6.85
2016-11-17,6.88,6.87,6.88,6.86
2016-11-18,6.87,6.89,6.9,6.87
2016-11-21,6.89,6.89,6.9,6.89
2016-11-22,6.89,6.89,6.9,6.88
2016-11-23,6.89,6.9,6.92,6.89
2016-11-24,6.9,6.9,6.93,6.9
2016-11-25,6.9,6.91,6.92,6.9
2016-11-28,6.91,6.91,6.92,6.89
2016-11-29,6.91,6.89,6.91,6.89
2016-11-30,6.89,6.89,6.9,6.88
2016-12-01,6.89,6.88,6.9,6.88
2016-12-02,6.88,6.88,6.89,6.88
2016-12-05,6.88,6.88,6.89,6.88
2016-12-06,6.88,6.88,6.88,6.86
2016-12-07,6.88,6.88,6.89,6.88
2016-12-08,6.88,6.88,6.89,6.87
2016-12-09,6.88,6.9,6.9,6.88
2016-12-12,6.9,6.9,6.92,6.9
2016-12-13,6.9,6.9,6.91,6.9
2016-12-14,6.9,6.9,6.91,6.9
2016-12-15,6.9,6.94,6.94,6.9
